,index,Product,High,Low,Last,Avg,Volume,date,day,month,year,hour,time,datetime,weekday,days_for_aggregation,price(EUR/KWh)
481,463,PH-20190127-01(X),"35,00","22,01","28,50",25.94,"494,20",2019-01-27 00:00:00,27,1,2019,1,01:00:00,2019-01-27 01:00:00,6,20,0.02594
482,464,PH-20190127-02(X),"27,00","15,00","15,00",23.0,"637,90",2019-01-27 00:00:00,27,1,2019,2,02:00:00,2019-01-27 02:00:00,6,20,0.023
483,465,PH-20190127-03(X),"24,09","8,10","15,90",18.48,"615,80",2019-01-27 00:00:00,27,1,2019,3,03:00:00,2019-01-27 03:00:00,6,20,0.01848
484,466,PH-20190127-04(X),"19,10","9,70","15,90",15.67,"462,30",2019-01-27 00:00:00,27,1,2019,4,04:00:00,2019-01-27 04:00:00,6,20,0.01567
485,467,PH-20190127-05(X),"16,90","5,80","9,60",12.53,"513,50",2019-01-27 00:00:00,27,1,2019,5,05:00:00,2019-01-27 05:00:00,6,20,0.01253
486,468,PH-20190127-06(X),"18,70","6,50","9,00",11.55,"594,00",2019-01-27 00:00:00,27,1,2019,6,06:00:00,2019-01-27 06:00:00,6,20,0.011550000000000001
487,469,PH-20190127-07(X),"11,50","0,20","0,20",4.62,"370,00",2019-01-27 00:00:00,27,1,2019,7,07:00:00,2019-01-27 07:00:00,6,20,0.00462
488,470,PH-20190127-08(X),"25,30","0,60","0,60",18.82,"218,40",2019-01-27 00:00:00,27,1,2019,8,08:00:00,2019-01-27 08:00:00,6,20,0.01882
489,471,PH-20190127-09(X),"31,90","3,40","15,90",20.21,"454,90",2019-01-27 00:00:00,27,1,2019,9,09:00:00,2019-01-27 09:00:00,6,20,0.020210000000000002
490,472,PH-20190127-10(X),"34,50","23,50","29,69",29.68,"204,90",2019-01-27 00:00:00,27,1,2019,10,10:00:00,2019-01-27 10:00:00,6,20,0.029679999999999998
491,473,PH-20190127-11(X),"41,10","35,20","38,39",38.61,"266,50",2019-01-27 00:00:00,27,1,2019,11,11:00:00,2019-01-27 11:00:00,6,20,0.03861
492,474,PH-20190127-12(X),"45,60","37,60","40,30",39.84,"400,20",2019-01-27 00:00:00,27,1,2019,12,12:00:00,2019-01-27 12:00:00,6,20,0.03984
493,475,PH-20190127-13(X),"45,90","37,90","41,20",42.24,"276,20",2019-01-27 00:00:00,27,1,2019,13,13:00:00,2019-01-27 13:00:00,6,20,0.04224
494,476,PH-20190127-14(X),"43,22","35,50","43,22",39.33,"378,20",2019-01-27 00:00:00,27,1,2019,14,14:00:00,2019-01-27 14:00:00,6,20,0.03933
495,477,PH-20190127-15(X),"39,90","36,80","38,90",38.55,"257,90",2019-01-27 00:00:00,27,1,2019,15,15:00:00,2019-01-27 15:00:00,6,20,0.038549999999999994
496,478,PH-20190127-16(X),"40,30","33,81","33,81",38.08,"495,50",2019-01-27 00:00:00,27,1,2019,16,16:00:00,2019-01-27 16:00:00,6,20,0.038079999999999996
497,479,PH-20190127-17(X),"40,70","35,06","35,06",38.18,"510,00",2019-01-27 00:00:00,27,1,2019,17,17:00:00,2019-01-27 17:00:00,6,20,0.03818
498,480,PH-20190127-18(X),"46,90","41,80","44,60",44.63,"444,40",2019-01-27 00:00:00,27,1,2019,18,18:00:00,2019-01-27 18:00:00,6,20,0.04463
499,481,PH-20190127-19(X),"54,20","49,80","52,60",51.57,"390,30",2019-01-27 00:00:00,27,1,2019,19,19:00:00,2019-01-27 19:00:00,6,20,0.05157
500,482,PH-20190127-20(X),"56,60","50,70","52,30",53.35,"371,60",2019-01-27 00:00:00,27,1,2019,20,20:00:00,2019-01-27 20:00:00,6,20,0.05335
501,483,PH-20190127-21(X),"54,70","48,60","50,50",51.14,"255,60",2019-01-27 00:00:00,27,1,2019,21,21:00:00,2019-01-27 21:00:00,6,20,0.05114
502,484,PH-20190127-22(X),"53,70","40,20","41,60",49.88,"327,00",2019-01-27 00:00:00,27,1,2019,22,22:00:00,2019-01-27 22:00:00,6,20,0.04988
503,485,PH-20190127-23(X),"52,80","47,20","47,20",51.18,"288,10",2019-01-27 00:00:00,27,1,2019,23,23:00:00,2019-01-27 23:00:00,6,20,0.051179999999999996
504,486,PH-20190128-24(X),"53,99","47,70","50,91",51.06,"681,60",2019-01-28 00:00:00,28,1,2019,0,00:00:00,2019-01-28 00:00:00,0,21,0.05106
505,487,PH-20190128-01(X),"44,20","34,40","35,57",37.33,"334,10",2019-01-28 00:00:00,28,1,2019,1,01:00:00,2019-01-28 01:00:00,0,21,0.037329999999999995
506,488,PH-20190128-02(X),"41,80","31,50","38,19",36.53,"225,30",2019-01-28 00:00:00,28,1,2019,2,02:00:00,2019-01-28 02:00:00,0,21,0.03653
507,489,PH-20190128-03(X),"40,41","33,80","40,41",36.94,"238,50",2019-01-28 00:00:00,28,1,2019,3,03:00:00,2019-01-28 03:00:00,0,21,0.03694
508,490,PH-20190128-04(X),"41,09","34,40","34,90",37.3,"186,50",2019-01-28 00:00:00,28,1,2019,4,04:00:00,2019-01-28 04:00:00,0,21,0.0373
509,491,PH-20190128-05(X),"41,40","32,60","36,00",36.85,"292,60",2019-01-28 00:00:00,28,1,2019,5,05:00:00,2019-01-28 05:00:00,0,21,0.03685
510,492,PH-20190128-06(X),"44,60","36,20","41,43",39.74,"123,40",2019-01-28 00:00:00,28,1,2019,6,06:00:00,2019-01-28 06:00:00,0,21,0.039740000000000004
511,493,PH-20190128-07(X),"54,00","47,10","54,00",49.05,"49,10",2019-01-28 00:00:00,28,1,2019,7,07:00:00,2019-01-28 07:00:00,0,21,0.049049999999999996
512,494,PH-20190128-08(X),"64,40","56,00","57,10",60.12,"447,00",2019-01-28 00:00:00,28,1,2019,8,08:00:00,2019-01-28 08:00:00,0,21,0.06012
513,495,PH-20190128-09(X),"68,20","54,18","54,18",63.94,"388,60",2019-01-28 00:00:00,28,1,2019,9,09:00:00,2019-01-28 09:00:00,0,21,0.06394
514,496,PH-20190128-10(X),"67,40","53,60","54,30",64.22,"225,30",2019-01-28 00:00:00,28,1,2019,10,10:00:00,2019-01-28 10:00:00,0,21,0.06422
515,497,PH-20190128-11(X),"62,30","50,10","52,30",57.37,"478,10",2019-01-28 00:00:00,28,1,2019,11,11:00:00,2019-01-28 11:00:00,0,21,0.05737
516,498,PH-20190128-12(X),"62,00","47,80","48,90",54.14,"389,90",2019-01-28 00:00:00,28,1,2019,12,12:00:00,2019-01-28 12:00:00,0,21,0.05414
517,499,PH-20190128-13(X),"62,70","45,10","48,90",50.6,"411,60",2019-01-28 00:00:00,28,1,2019,13,13:00:00,2019-01-28 13:00:00,0,21,0.0506
518,500,PH-20190128-14(X),"59,10","45,20","48,70",49.52,"408,20",2019-01-28 00:00:00,28,1,2019,14,14:00:00,2019-01-28 14:00:00,0,21,0.04952
519,501,PH-20190128-15(X),"52,70","45,00","50,40",49.02,"638,80",2019-01-28 00:00:00,28,1,2019,15,15:00:00,2019-01-28 15:00:00,0,21,0.04902
520,502,PH-20190128-16(X),"53,20","46,00","50,01",49.3,"491,20",2019-01-28 00:00:00,28,1,2019,16,16:00:00,2019-01-28 16:00:00,0,21,0.0493
521,503,PH-20190128-17(X),"54,00","45,80","51,40",50.97,"413,60",2019-01-28 00:00:00,28,1,2019,17,17:00:00,2019-01-28 17:00:00,0,21,0.05097
522,504,PH-20190128-18(X),"61,98","56,20","61,98",59.77,"535,50",2019-01-28 00:00:00,28,1,2019,18,18:00:00,2019-01-28 18:00:00,0,21,0.059770000000000004
523,505,PH-20190128-19(X),"63,00","57,10","61,40",61.36,"575,30",2019-01-28 00:00:00,28,1,2019,19,19:00:00,2019-01-28 19:00:00,0,21,0.06136
524,506,PH-20190128-20(X),"59,29","54,10","58,11",57.74,"650,80",2019-01-28 00:00:00,28,1,2019,20,20:00:00,2019-01-28 20:00:00,0,21,0.05774
525,507,PH-20190128-21(X),"58,74","51,00","58,74",53.29,"570,20",2019-01-28 00:00:00,28,1,2019,21,21:00:00,2019-01-28 21:00:00,0,21,0.05329
526,508,PH-20190128-22(X),"57,99","49,90","55,00",52.87,"654,10",2019-01-28 00:00:00,28,1,2019,22,22:00:00,2019-01-28 22:00:00,0,21,0.05287
527,509,PH-20190128-23(X),"57,30","51,40","55,99",54.07,"700,40",2019-01-28 00:00:00,28,1,2019,23,23:00:00,2019-01-28 23:00:00,0,21,0.05407
528,510,PH-20190129-24(X),"51,00","44,00","46,81",47.63,"880,70",2019-01-29 00:00:00,29,1,2019,0,00:00:00,2019-01-29 00:00:00,1,22,0.047630000000000006
529,511,PH-20190129-01(X),"48,27","45,00","48,27",46.39,"300,30",2019-01-29 00:00:00,29,1,2019,1,01:00:00,2019-01-29 01:00:00,1,22,0.04639
530,512,PH-20190129-02(X),"49,60","47,63","47,77",48.68,"286,50",2019-01-29 00:00:00,29,1,2019,2,02:00:00,2019-01-29 02:00:00,1,22,0.04868
531,513,PH-20190129-03(X),"49,15","49,00","49,00",49.06,"17,50",2019-01-29 00:00:00,29,1,2019,3,03:00:00,2019-01-29 03:00:00,1,22,0.04906
532,514,PH-20190129-04(X),"46,40","44,91","46,26",45.91,"77,90",2019-01-29 00:00:00,29,1,2019,4,04:00:00,2019-01-29 04:00:00,1,22,0.04591
533,515,PH-20190129-05(X),"51,51","47,51","48,31",49.14,"167,20",2019-01-29 00:00:00,29,1,2019,5,05:00:00,2019-01-29 05:00:00,1,22,0.04914
534,516,PH-20190129-06(X),"50,39","49,00","50,39",49.27,"20,60",2019-01-29 00:00:00,29,1,2019,6,06:00:00,2019-01-29 06:00:00,1,22,0.04927
535,517,PH-20190129-07(X),"60,00","54,61","60,00",55.97,"38,10",2019-01-29 00:00:00,29,1,2019,7,07:00:00,2019-01-29 07:00:00,1,22,0.05597
536,518,PH-20190129-08(X),"72,80","68,40","72,80",69.23,"43,90",2019-01-29 00:00:00,29,1,2019,8,08:00:00,2019-01-29 08:00:00,1,22,0.06923
537,519,PH-20190129-09(X),"74,70","73,50","74,60",74.34,"22,40",2019-01-29 00:00:00,29,1,2019,9,09:00:00,2019-01-29 09:00:00,1,22,0.07434
538,520,PH-20190129-10(X),"73,00","71,10","72,50",72.21,"20,00",2019-01-29 00:00:00,29,1,2019,10,10:00:00,2019-01-29 10:00:00,1,22,0.07221
539,521,PH-20190129-11(X),"75,50","67,00","68,60",72.88,"212,10",2019-01-29 00:00:00,29,1,2019,11,11:00:00,2019-01-29 11:00:00,1,22,0.07288
540,522,PH-20190129-12(X),"74,30","68,50","70,80",72.29,"135,30",2019-01-29 00:00:00,29,1,2019,12,12:00:00,2019-01-29 12:00:00,1,22,0.07229000000000001
541,523,PH-20190129-13(X),"70,30","66,10","70,00",68.86,"76,20",2019-01-29 00:00:00,29,1,2019,13,13:00:00,2019-01-29 13:00:00,1,22,0.06886
542,524,PH-20190129-14(X),"69,90","62,90","63,00",66.42,"325,40",2019-01-29 00:00:00,29,1,2019,14,14:00:00,2019-01-29 14:00:00,1,22,0.06642
543,525,PH-20190129-15(X),"69,80","60,70","60,70",64.22,"541,00",2019-01-29 00:00:00,29,1,2019,15,15:00:00,2019-01-29 15:00:00,1,22,0.06422
544,526,PH-20190129-16(X),"68,70","62,10","62,60",64.48,"824,60",2019-01-29 00:00:00,29,1,2019,16,16:00:00,2019-01-29 16:00:00,1,22,0.06448000000000001
545,527,PH-20190129-17(X),"69,80","61,00","66,40",66.76,"924,70",2019-01-29 00:00:00,29,1,2019,17,17:00:00,2019-01-29 17:00:00,1,22,0.06676
546,528,PH-20190129-18(X),"71,90","64,30","71,90",68.11,"729,10",2019-01-29 00:00:00,29,1,2019,18,18:00:00,2019-01-29 18:00:00,1,22,0.06811
547,529,PH-20190129-19(X),"73,30","64,10","70,29",67.8,"965,10",2019-01-29 00:00:00,29,1,2019,19,19:00:00,2019-01-29 19:00:00,1,22,0.0678
548,530,PH-20190129-20(X),"72,50","64,51","69,18",68.12,"965,00",2019-01-29 00:00:00,29,1,2019,20,20:00:00,2019-01-29 20:00:00,1,22,0.06812
549,531,PH-20190129-21(X),"65,50","57,05","63,60",62.54,"612,30",2019-01-29 00:00:00,29,1,2019,21,21:00:00,2019-01-29 21:00:00,1,22,0.06254
550,532,PH-20190129-22(X),"59,38","51,90","55,89",56.3,"401,60",2019-01-29 00:00:00,29,1,2019,22,22:00:00,2019-01-29 22:00:00,1,22,0.056299999999999996
551,533,PH-20190129-23(X),"56,95","51,00","54,40",53.66,"706,50",2019-01-29 00:00:00,29,1,2019,23,23:00:00,2019-01-29 23:00:00,1,22,0.05366
552,534,PH-20190130-24(X),"63,10","42,31","63,10",46.67,"394,40",2019-01-30 00:00:00,30,1,2019,0,00:00:00,2019-01-30 00:00:00,2,23,0.04667
553,535,PH-20190130-01(X),"46,89","41,11","41,11",44.56,"260,50",2019-01-30 00:00:00,30,1,2019,1,01:00:00,2019-01-30 01:00:00,2,23,0.04456
554,536,PH-20190130-02(X),"46,79","42,01","45,06",44.84,"648,70",2019-01-30 00:00:00,30,1,2019,2,02:00:00,2019-01-30 02:00:00,2,23,0.044840000000000005
555,537,PH-20190130-03(X),"45,99","41,50","45,23",43.15,"475,60",2019-01-30 00:00:00,30,1,2019,3,03:00:00,2019-01-30 03:00:00,2,23,0.04315
556,538,PH-20190130-04(X),"46,00","40,00","42,20",42.35,"625,80",2019-01-30 00:00:00,30,1,2019,4,04:00:00,2019-01-30 04:00:00,2,23,0.04235
557,539,PH-20190130-05(X),"47,09","39,01","42,20",42.79,"334,50",2019-01-30 00:00:00,30,1,2019,5,05:00:00,2019-01-30 05:00:00,2,23,0.04279
558,540,PH-20190130-06(X),"47,98","40,01","47,98",44.52,"436,30",2019-01-30 00:00:00,30,1,2019,6,06:00:00,2019-01-30 06:00:00,2,23,0.044520000000000004
559,541,PH-20190130-07(X),"53,39","47,10","50,20",50.15,"206,80",2019-01-30 00:00:00,30,1,2019,7,07:00:00,2019-01-30 07:00:00,2,23,0.05015
560,542,PH-20190130-08(X),"64,40","58,20","62,99",61.8,"148,20",2019-01-30 00:00:00,30,1,2019,8,08:00:00,2019-01-30 08:00:00,2,23,0.061799999999999994
561,543,PH-20190130-09(X),"68,68","67,28","68,49",68.31,"73,50",2019-01-30 00:00:00,30,1,2019,9,09:00:00,2019-01-30 09:00:00,2,23,0.06831
562,544,PH-20190130-10(X),"67,50","64,10","67,09",66.06,"53,20",2019-01-30 00:00:00,30,1,2019,10,10:00:00,2019-01-30 10:00:00,2,23,0.06606000000000001
563,545,PH-20190130-11(X),"64,70","61,29","64,70",63.59,"25,00",2019-01-30 00:00:00,30,1,2019,11,11:00:00,2019-01-30 11:00:00,2,23,0.06359000000000001
564,1004,PH-20190130-11(X),"64,70","61,29","64,70",63.59,"25,00",2019-01-30 00:00:00,30,1,2019,12,12:00:00,2019-01-30 12:00:00,2,23,0.06359000000000001
565,1005,PH-20190130-11(X),"64,70","61,29","64,70",63.59,"25,00",2019-01-30 00:00:00,30,1,2019,13,13:00:00,2019-01-30 13:00:00,2,23,0.06359000000000001
566,1006,PH-20190130-11(X),"64,70","61,29","64,70",63.59,"25,00",2019-01-30 00:00:00,30,1,2019,14,14:00:00,2019-01-30 14:00:00,2,23,0.06359000000000001
567,546,PH-20190130-15(X),"56,50","47,70","53,60",51.99,"250,00",2019-01-30 00:00:00,30,1,2019,15,15:00:00,2019-01-30 15:00:00,2,23,0.05199
568,547,PH-20190130-16(X),"62,90","49,00","62,90",52.53,"219,20",2019-01-30 00:00:00,30,1,2019,16,16:00:00,2019-01-30 16:00:00,2,23,0.05253
569,548,PH-20190130-17(X),"66,90","51,60","62,00",57.42,"236,60",2019-01-30 00:00:00,30,1,2019,17,17:00:00,2019-01-30 17:00:00,2,23,0.05742
570,549,PH-20190130-18(X),"70,80","59,70","70,30",63.98,"231,90",2019-01-30 00:00:00,30,1,2019,18,18:00:00,2019-01-30 18:00:00,2,23,0.06398
571,550,PH-20190130-19(X),"73,40","60,50","63,60",66.29,"218,60",2019-01-30 00:00:00,30,1,2019,19,19:00:00,2019-01-30 19:00:00,2,23,0.06629
572,551,PH-20190130-20(X),"68,00","52,60","52,60",63.94,"356,20",2019-01-30 00:00:00,30,1,2019,20,20:00:00,2019-01-30 20:00:00,2,23,0.06394
573,552,PH-20190130-21(X),"56,20","45,70","51,01",52.09,"470,20",2019-01-30 00:00:00,30,1,2019,21,21:00:00,2019-01-30 21:00:00,2,23,0.052090000000000004
574,553,PH-20190130-22(X),"53,90","46,40","49,80",51.23,"513,70",2019-01-30 00:00:00,30,1,2019,22,22:00:00,2019-01-30 22:00:00,2,23,0.05123
575,554,PH-20190130-23(X),"59,40","47,61","59,40",50.03,"359,70",2019-01-30 00:00:00,30,1,2019,23,23:00:00,2019-01-30 23:00:00,2,23,0.05003
576,555,PH-20190131-24(X),"50,20","40,24","40,51",45.2,"598,90",2019-01-31 00:00:00,31,1,2019,0,00:00:00,2019-01-31 00:00:00,3,24,0.045200000000000004
577,556,PH-20190131-01(X),"53,20","49,53","51,00",51.27,"180,70",2019-01-31 00:00:00,31,1,2019,1,01:00:00,2019-01-31 01:00:00,3,24,0.05127
578,557,PH-20190131-02(X),"51,99","46,11","51,00",49.62,"250,80",2019-01-31 00:00:00,31,1,2019,2,02:00:00,2019-01-31 02:00:00,3,24,0.04962
579,558,PH-20190131-03(X),"51,01","45,51","50,00",48.82,"758,10",2019-01-31 00:00:00,31,1,2019,3,03:00:00,2019-01-31 03:00:00,3,24,0.04882
580,559,PH-20190131-04(X),"51,10","45,00","48,86",48.52,"533,70",2019-01-31 00:00:00,31,1,2019,4,04:00:00,2019-01-31 04:00:00,3,24,0.04852
581,560,PH-20190131-05(X),"50,99","42,10","50,37",47.09,"499,10",2019-01-31 00:00:00,31,1,2019,5,05:00:00,2019-01-31 05:00:00,3,24,0.04709000000000001
582,561,PH-20190131-06(X),"54,91","50,01","54,91",52.53,"275,50",2019-01-31 00:00:00,31,1,2019,6,06:00:00,2019-01-31 06:00:00,3,24,0.05253
583,562,PH-20190131-07(X),"67,00","60,90","65,00",64.33,"140,30",2019-01-31 00:00:00,31,1,2019,7,07:00:00,2019-01-31 07:00:00,3,24,0.06433
584,563,PH-20190131-08(X),"82,30","73,70","82,30",75.68,"53,20",2019-01-31 00:00:00,31,1,2019,8,08:00:00,2019-01-31 08:00:00,3,24,0.07568000000000001
585,564,PH-20190131-09(X),"87,14","72,75","87,14",77.74,"214,10",2019-01-31 00:00:00,31,1,2019,9,09:00:00,2019-01-31 09:00:00,3,24,0.07773999999999999
586,565,PH-20190131-10(X),"91,00","69,86","87,65",85.54,"159,70",2019-01-31 00:00:00,31,1,2019,10,10:00:00,2019-01-31 10:00:00,3,24,0.08554
587,566,PH-20190131-11(X),"85,10","75,79","75,79",82.04,"124,60",2019-01-31 00:00:00,31,1,2019,11,11:00:00,2019-01-31 11:00:00,3,24,0.08204
588,567,PH-20190131-12(X),"76,58","67,98","67,98",72.35,"145,60",2019-01-31 00:00:00,31,1,2019,12,12:00:00,2019-01-31 12:00:00,3,24,0.07235
589,568,PH-20190131-13(X),"73,50","64,71","66,19",67.93,"192,80",2019-01-31 00:00:00,31,1,2019,13,13:00:00,2019-01-31 13:00:00,3,24,0.06793
590,569,PH-20190131-14(X),"72,80","59,50","72,80",67.6,"189,40",2019-01-31 00:00:00,31,1,2019,14,14:00:00,2019-01-31 14:00:00,3,24,0.0676
591,570,PH-20190131-15(X),"71,70","66,20","69,20",69.96,"840,90",2019-01-31 00:00:00,31,1,2019,15,15:00:00,2019-01-31 15:00:00,3,24,0.06996
592,571,PH-20190131-16(X),"73,10","62,40","73,10",70.6,"956,80",2019-01-31 00:00:00,31,1,2019,16,16:00:00,2019-01-31 16:00:00,3,24,0.0706
593,572,PH-20190131-17(X),"75,10","65,60","75,10",72.22,"794,90",2019-01-31 00:00:00,31,1,2019,17,17:00:00,2019-01-31 17:00:00,3,24,0.07221999999999999
594,573,PH-20190131-18(X),"89,10","67,10","88,80",73.93,"1114,50",2019-01-31 00:00:00,31,1,2019,18,18:00:00,2019-01-31 18:00:00,3,24,0.07393000000000001
595,574,PH-20190131-19(X),"95,70","64,80","89,00",75.63,"859,40",2019-01-31 00:00:00,31,1,2019,19,19:00:00,2019-01-31 19:00:00,3,24,0.07562999999999999
596,575,PH-20190131-20(X),"79,40","66,60","77,99",72.55,"1065,10",2019-01-31 00:00:00,31,1,2019,20,20:00:00,2019-01-31 20:00:00,3,24,0.07255
597,576,PH-20190131-21(X),"63,69","57,31","57,31",61.17,"1229,40",2019-01-31 00:00:00,31,1,2019,21,21:00:00,2019-01-31 21:00:00,3,24,0.06117
598,577,PH-20190131-22(X),"57,80","51,10","54,26",54.81,"1546,90",2019-01-31 00:00:00,31,1,2019,22,22:00:00,2019-01-31 22:00:00,3,24,0.054810000000000005
599,578,PH-20190131-23(X),"54,40","44,00","46,40",49.63,"870,20",2019-01-31 00:00:00,31,1,2019,23,23:00:00,2019-01-31 23:00:00,3,24,0.04963
600,579,PH-20190201-24(X),"55,10","46,93","52,10",51.43,"1124,60",2019-02-01 00:00:00,1,2,2019,0,00:00:00,2019-02-01 00:00:00,4,25,0.05143
601,580,PH-20190201-01(X),"50,68","41,50","46,90",46.29,"203,50",2019-02-01 00:00:00,1,2,2019,1,01:00:00,2019-02-01 01:00:00,4,25,0.04629
602,581,PH-20190201-02(X),"49,90","44,80","48,40",47.28,"812,90",2019-02-01 00:00:00,1,2,2019,2,02:00:00,2019-02-01 02:00:00,4,25,0.04728
603,582,PH-20190201-03(X),"48,30","35,10","42,11",45.07,"1028,70",2019-02-01 00:00:00,1,2,2019,3,03:00:00,2019-02-01 03:00:00,4,25,0.04507
604,583,PH-20190201-04(X),"48,10","40,60","42,60",44.71,"761,60",2019-02-01 00:00:00,1,2,2019,4,04:00:00,2019-02-01 04:00:00,4,25,0.04471
605,584,PH-20190201-05(X),"46,70","41,10","43,50",44.52,"785,10",2019-02-01 00:00:00,1,2,2019,5,05:00:00,2019-02-01 05:00:00,4,25,0.044520000000000004
606,585,PH-20190201-06(X),"49,95","43,00","44,11",47.83,"489,50",2019-02-01 00:00:00,1,2,2019,6,06:00:00,2019-02-01 06:00:00,4,25,0.04783
607,586,PH-20190201-07(X),"51,99","40,20","40,80",48.27,"231,00",2019-02-01 00:00:00,1,2,2019,7,07:00:00,2019-02-01 07:00:00,4,25,0.04827
608,587,PH-20190201-08(X),"59,40","49,10","57,90",56.34,"202,50",2019-02-01 00:00:00,1,2,2019,8,08:00:00,2019-02-01 08:00:00,4,25,0.05634
609,588,PH-20190201-09(X),"62,00","56,80","62,00",59.42,"216,20",2019-02-01 00:00:00,1,2,2019,9,09:00:00,2019-02-01 09:00:00,4,25,0.05942
610,589,PH-20190201-10(X),"64,90","55,90","61,10",60.02,"433,00",2019-02-01 00:00:00,1,2,2019,10,10:00:00,2019-02-01 10:00:00,4,25,0.060020000000000004
611,590,PH-20190201-11(X),"65,70","57,35","64,90",60.04,"405,30",2019-02-01 00:00:00,1,2,2019,11,11:00:00,2019-02-01 11:00:00,4,25,0.060039999999999996
612,591,PH-20190201-12(X),"63,70","56,40","61,40",60.1,"252,90",2019-02-01 00:00:00,1,2,2019,12,12:00:00,2019-02-01 12:00:00,4,25,0.0601
613,592,PH-20190201-13(X),"67,40","56,20","66,10",61.59,"479,80",2019-02-01 00:00:00,1,2,2019,13,13:00:00,2019-02-01 13:00:00,4,25,0.061590000000000006
614,593,PH-20190201-14(X),"68,60","61,10","68,40",65.63,"536,00",2019-02-01 00:00:00,1,2,2019,14,14:00:00,2019-02-01 14:00:00,4,25,0.06563
615,594,PH-20190201-15(X),"68,90","64,00","65,30",65.65,"479,00",2019-02-01 00:00:00,1,2,2019,15,15:00:00,2019-02-01 15:00:00,4,25,0.06565
616,595,PH-20190201-16(X),"68,30","62,50","62,50",65.8,"939,30",2019-02-01 00:00:00,1,2,2019,16,16:00:00,2019-02-01 16:00:00,4,25,0.0658
617,596,PH-20190201-17(X),"67,29","63,10","67,29",65.7,"1137,10",2019-02-01 00:00:00,1,2,2019,17,17:00:00,2019-02-01 17:00:00,4,25,0.06570000000000001
618,597,PH-20190201-18(X),"72,40","66,20","68,70",68.5,"1301,40",2019-02-01 00:00:00,1,2,2019,18,18:00:00,2019-02-01 18:00:00,4,25,0.0685
619,598,PH-20190201-19(X),"72,01","67,60","70,61",70.14,"938,10",2019-02-01 00:00:00,1,2,2019,19,19:00:00,2019-02-01 19:00:00,4,25,0.07014
620,599,PH-20190201-20(X),"67,90","64,84","67,90",66.23,"813,60",2019-02-01 00:00:00,1,2,2019,20,20:00:00,2019-02-01 20:00:00,4,25,0.06623
621,600,PH-20190201-21(X),"65,20","59,11","62,39",61.98,"1102,80",2019-02-01 00:00:00,1,2,2019,21,21:00:00,2019-02-01 21:00:00,4,25,0.06197999999999999
622,601,PH-20190201-22(X),"54,70","50,60","54,12",53.16,"998,80",2019-02-01 00:00:00,1,2,2019,22,22:00:00,2019-02-01 22:00:00,4,25,0.05316
623,602,PH-20190201-23(X),"58,49","50,10","55,60",53.8,"1435,40",2019-02-01 00:00:00,1,2,2019,23,23:00:00,2019-02-01 23:00:00,4,25,0.0538
624,603,PH-20190202-24(X),"50,00","44,40","47,20",47.16,"1025,20",2019-02-02 00:00:00,2,2,2019,0,00:00:00,2019-02-02 00:00:00,5,26,0.047159999999999994
625,604,PH-20190202-01(X),"64,26","49,35","50,40",51.52,"801,30",2019-02-02 00:00:00,2,2,2019,1,01:00:00,2019-02-02 01:00:00,5,26,0.05152
626,605,PH-20190202-02(X),"51,80","44,70","44,70",48.45,"1079,60",2019-02-02 00:00:00,2,2,2019,2,02:00:00,2019-02-02 02:00:00,5,26,0.04845
627,606,PH-20190202-03(X),"47,30","40,01","40,01",44.77,"1130,50",2019-02-02 00:00:00,2,2,2019,3,03:00:00,2019-02-02 03:00:00,5,26,0.044770000000000004
628,607,PH-20190202-04(X),"46,59","36,11","38,92",44.06,"494,40",2019-02-02 00:00:00,2,2,2019,4,04:00:00,2019-02-02 04:00:00,5,26,0.04406
629,608,PH-20190202-05(X),"47,19","35,60","40,40",42.85,"431,10",2019-02-02 00:00:00,2,2,2019,5,05:00:00,2019-02-02 05:00:00,5,26,0.04285
630,609,PH-20190202-06(X),"46,89","39,00","40,90",41.86,"444,10",2019-02-02 00:00:00,2,2,2019,6,06:00:00,2019-02-02 06:00:00,5,26,0.04186
631,610,PH-20190202-07(X),"48,39","40,50","40,80",43.19,"400,10",2019-02-02 00:00:00,2,2,2019,7,07:00:00,2019-02-02 07:00:00,5,26,0.04319
632,611,PH-20190202-08(X),"52,24","45,70","46,90",47.19,"443,20",2019-02-02 00:00:00,2,2,2019,8,08:00:00,2019-02-02 08:00:00,5,26,0.047189999999999996
633,612,PH-20190202-09(X),"55,35","48,90","49,10",50.66,"470,30",2019-02-02 00:00:00,2,2,2019,9,09:00:00,2019-02-02 09:00:00,5,26,0.05066
634,613,PH-20190202-10(X),"60,00","51,50","53,60",53.34,"486,90",2019-02-02 00:00:00,2,2,2019,10,10:00:00,2019-02-02 10:00:00,5,26,0.053340000000000005
635,614,PH-20190202-11(X),"59,60","56,70","57,30",58.13,"193,60",2019-02-02 00:00:00,2,2,2019,11,11:00:00,2019-02-02 11:00:00,5,26,0.05813
636,615,PH-20190202-12(X),"61,40","56,70","57,90",58.15,"324,60",2019-02-02 00:00:00,2,2,2019,12,12:00:00,2019-02-02 12:00:00,5,26,0.05815
637,616,PH-20190202-13(X),"63,90","54,00","55,30",56.36,"733,80",2019-02-02 00:00:00,2,2,2019,13,13:00:00,2019-02-02 13:00:00,5,26,0.05636
638,617,PH-20190202-14(X),"55,80","49,30","51,10",50.88,"147,50",2019-02-02 00:00:00,2,2,2019,14,14:00:00,2019-02-02 14:00:00,5,26,0.05088
